name;open;high;low;close;volume;marketCap;timestamp
"2781";97575.641151287;98278.2551587198;97269.353969739;97900.6558014453;128337017679.48;1937823008120.03;"2024-12-06T03:00:00.000Z"
"2781";97916.4927514981;98742.9439758248;97820.4855576119;98433.4159265687;121045607846.46;1947793474213.55;"2024-12-06T06:00:00.000Z"
"2781";98429.5662820756;98456.442900182;97750.4944995496;98159.4580659743;120853964632.31;1942702242858.27;"2024-12-06T09:00:00.000Z"
"2781";98158.8756399919;99575.742035476;97629.0391557227;99521.5411847425;122024541448.64;1969493470595.39;"2024-12-06T12:00:00.000Z"
"2781";99529.7110728641;101322.2218788504;98742.1861879442;100963.4958827502;116631031282.1;1996056957489.04;"2024-12-06T15:00:00.000Z"
"2781";100975.1330671917;102039.8817958907;100712.8801399625;101289.8621689354;110860677428.35;2005037839779.49;"2024-12-06T18:00:00.000Z"
"2781";101301.1384180032;101606.7349171712;99288.00300788;99920.7147303285;94534772657.92;1977630964720.96;"2024-12-06T21:00:00.000Z"
"2781";99916.7144638641;100563.3797510387;99710.6796641771;100097.3324049554;86792486976.44;1981210403679.81;"2024-12-07T00:00:00.000Z"
"2781";100103.6596972777;100109.4445094423;99030.8864921902;99267.2833869887;84844131635.17;1964363622057.37;"2024-12-07T03:00:00.000Z"
"2781";99269.1976443656;99683.3986639513;99222.0895132334;99584.7101404009;81734444985.23;1970767446606.65;"2024-12-07T06:00:00.000Z"
"2781";99581.1462615245;99923.3183002574;99522.9504683677;99758.2626300051;76754058052.85;1973669960937.83;"2024-12-07T09:00:00.000Z"
"2781";99747.932835445;99847.2539184992;99172.4333658174;99585.1321768567;67508980795.93;1970740946799.05;"2024-12-07T12:00:00.000Z"
"2781";99578.6282736077;99879.1016471777;99446.3601080963;99694.0006243678;57168023357.58;1973157042759.57;"2024-12-07T15:00:00.000Z"
"2781";99822.4262137847;100434.9109246953;99705.661007048;100356.8678830826;48546909229.37;1985927928348.23;"2024-12-07T18:00:00.000Z"
"2781";100352.2144193376;100490.5718686395;99731.7068364556;99923.3366192646;44177510896.8;1977521445640.32;"2024-12-07T21:00:00.000Z"
"2781";99921.9167967171;100404.9625733064;99749.6853755773;100173.2253248685;42512848934.44;1982531717624.38;"2024-12-08T00:00:00.000Z"
"2781";100175.5845322064;100341.5233338875;99439.2589988459;99597.1886108563;40369690792.89;1971065263789.64;"2024-12-08T03:00:00.000Z"
"2781";99596.1947019222;99920.5821434612;99083.7183905506;99129.4940588871;38845689959.14;1961615885934.2;"2024-12-08T06:00:00.000Z"
"2781";99118.7259473402;99867.3411115658;98771.5141679393;99774.760744085;40103596355.38;1974472117513;"2024-12-08T09:00:00.000Z"
"2781";99768.340025056;100547.8802873709;99547.2837132382;99855.1850272435;42595588028.95;1975997026826.43;"2024-12-08T12:00:00.000Z"
"2781";99845.3923518732;100148.035977607;99458.223284689;100026.2063311562;43636895529.36;1979399315581.97;"2024-12-08T15:00:00.000Z"
"2781";100017.3070111966;100174.9059365515;99550.0665582179;99882.3619824812;42929635840.71;1976595053826.45;"2024-12-08T18:00:00.000Z"
"2781";99889.1000379641;101399.9887089246;99773.7273737094;101236.0131403532;44125751925.28;2003538950158.15;"2024-12-08T21:00:00.000Z"
"2781";101200.7934044116;101256.7495311069;99489.9542834953;99645.8857794641;0;0;"2024-12-09T00:00:00Z"
